1, none, deep_aether:aerglow_forest, CREATURE, aether:phyg, 10, 3, 4
2108, extreme_hills, regions_unexplored:icy_heights, MONSTER, creeperoverhaul:snowy_creeper, 50, 2, 2
2109, extreme_hills, regions_unexplored:icy_heights, MONSTER, earthmobsmod:stray_bone_spider, 10, 1, 1
2110, extreme_hills, regions_unexplored:icy_heights, MONSTER, earthmobsmod:zombified_rabbit, 12, 3, 4
2111, extreme_hills, regions_unexplored:icy_heights, MONSTER, creeperoverhaul:hills_creeper, 50, 2, 2
2112, extreme_hills, regions_unexplored:icy_heights, CREATURE, minecraft:rabbit, 10, 2, 3
2113, extreme_hills, regions_unexplored:icy_heights, CREATURE, forbidden_arcanus:lost_soul, 35, 1, 3
2114, extreme_hills, regions_unexplored:icy_heights, CREATURE, unusualprehistory:smilodon, 10, 2, 4
2115, extreme_hills, regions_unexplored:icy_heights, CREATURE, minecraft:sheep, 10, 2, 3
2116, extreme_hills, regions_unexplored:icy_heights, CREATURE, mythicmounts:firebird, 10, 1, 1
2117, extreme_hills, regions_unexplored:icy_heights, CREATURE, earthmobsmod:wooly_cow, 10, 3, 6
2118, extreme_hills, regions_unexplored:icy_heights, CREATURE, earthmobsmod:umbra_cow, 10, 3, 6
2119, extreme_hills, regions_unexplored:icy_heights, CREATURE, minecraft:pig, 30, 1, 1
2120, extreme_hills, regions_unexplored:icy_heights, CREATURE, unusualprehistory:mammoth, 10, 3, 4
2121, extreme_hills, regions_unexplored:icy_heights, CREATURE, quark:stoneling, 10, 1, 1
2122, extreme_hills, regions_unexplored:icy_heights, CREATURE, mythicmounts:acencia, 15, 2, 3
2123, extreme_hills, regions_unexplored:icy_heights, CREATURE, mythicmounts:griffon, 10, 1, 1
2124, extreme_hills, regions_unexplored:icy_heights, CREATURE, crittersandcompanions:shima_enaga, 20, 1, 2
2125, extreme_hills, regions_unexplored:icy_heights, AMBIENT, minecraft:bat, 10, 8, 8
2126, extreme_hills, regions_unexplored:icy_heights, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 40, 4, 6
2127, extreme_hills, regions_unexplored:icy_heights, UNDERGROUND_WATER_CREATURE, species:deepfish, 50, 4, 6
2128, extreme_hills, regions_unexplored:icy_heights, rascals, friendsandfoes:rascal, 10, 1, 1
2129, nether, regions_unexplored:infernal_holt, MONSTER, minecraft:zombified_piglin, 10, 2, 4
2130, nether, regions_unexplored:infernal_holt, MONSTER, minecraft:hoglin, 10, 3, 4
2131, nether, regions_unexplored:infernal_holt, MONSTER, minecraft:piglin, 10, 3, 4
2132, nether, regions_unexplored:infernal_holt, MONSTER, minecraft:ghast, 10, 4, 4
2133, nether, regions_unexplored:infernal_holt, CREATURE, minecraft:strider, 50, 1, 2
2134, nether, regions_unexplored:infernal_holt, CREATURE, quark:foxhound, 10, 1, 1
2135, nether, regions_unexplored:infernal_holt, AMBIENT, mythicmounts:nightmare, 50, 2, 3
2136, nether, regions_unexplored:infernal_holt, WATER_AMBIENT, netherdepthsupgrade:bonefish, 10, 1, 5
2137, nether, regions_unexplored:infernal_holt, WATER_AMBIENT, netherdepthsupgrade:searing_cod, 10, 3, 6
2138, nether, regions_unexplored:infernal_holt, WATER_AMBIENT, netherdepthsupgrade:fortressgrouper, 10, 1, 2
2139, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:spider, 50, 4, 4
2140, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:zombie, 50, 4, 4
2141, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:zombie_villager, 10, 1, 1
2142, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:skeleton, 50, 4, 4
2143, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:slime, 50, 4, 4
2144, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:witch, 5, 1, 1
2145, extreme_hills, minecraft:jagged_peaks, MONSTER, eidolon:zombie_brute, 50, 1, 3
2146, extreme_hills, minecraft:jagged_peaks, MONSTER, creeperoverhaul:cave_creeper, 50, 2, 2
2147, extreme_hills, minecraft:jagged_peaks, MONSTER, endermanoverhaul:snowy_enderman, 10, 1, 4
2148, extreme_hills, minecraft:jagged_peaks, MONSTER, eidolon:wraith, 50, 1, 3
2149, extreme_hills, minecraft:jagged_peaks, MONSTER, creeperoverhaul:snowy_creeper, 50, 2, 2
2150, extreme_hills, minecraft:jagged_peaks, MONSTER, earthmobsmod:stray_bone_spider, 10, 1, 1
2151, extreme_hills, minecraft:jagged_peaks, MONSTER, earthmobsmod:bouldering_zombie, 20, 4, 4
2152, extreme_hills, minecraft:jagged_peaks, MONSTER, earthmobsmod:zombified_rabbit, 12, 3, 4
2153, extreme_hills, minecraft:jagged_peaks, CREATURE, minecraft:goat, 10, 1, 3
2154, extreme_hills, minecraft:jagged_peaks, CREATURE, forbidden_arcanus:lost_soul, 35, 1, 3
2155, extreme_hills, minecraft:jagged_peaks, CREATURE, unusualprehistory:smilodon, 10, 2, 4
2156, extreme_hills, minecraft:jagged_peaks, CREATURE, mythicmounts:griffon, 10, 1, 1
2157, extreme_hills, minecraft:jagged_peaks, CREATURE, minecraft:sheep, 10, 2, 3
2158, extreme_hills, minecraft:jagged_peaks, CREATURE, mythicmounts:firebird, 10, 1, 1
2159, extreme_hills, minecraft:jagged_peaks, CREATURE, species:limpet, 10, 1, 1
2160, extreme_hills, minecraft:jagged_peaks, CREATURE, earthmobsmod:wooly_cow, 10, 3, 6
2161, extreme_hills, minecraft:jagged_peaks, CREATURE, earthmobsmod:wooly_cow, 10, 4, 6
2162, extreme_hills, minecraft:jagged_peaks, CREATURE, earthmobsmod:umbra_cow, 10, 3, 6
2163, extreme_hills, minecraft:jagged_peaks, CREATURE, earthmobsmod:horned_sheep, 10, 3, 6
2164, extreme_hills, minecraft:jagged_peaks, CREATURE, minecraft:pig, 30, 1, 1
2165, extreme_hills, minecraft:jagged_peaks, CREATURE, unusualprehistory:mammoth, 10, 3, 4
2166, extreme_hills, minecraft:jagged_peaks, CREATURE, quark:stoneling, 10, 1, 1
2167, extreme_hills, minecraft:jagged_peaks, CREATURE, mythicmounts:griffon, 10, 1, 1
2168, extreme_hills, minecraft:jagged_peaks, CREATURE, crittersandcompanions:shima_enaga, 20, 1, 2
2169, extreme_hills, minecraft:jagged_peaks, AMBIENT, minecraft:bat, 10, 8, 8
2170, extreme_hills, minecraft:jagged_peaks, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 40, 4, 6
2171, extreme_hills, minecraft:jagged_peaks, UNDERGROUND_WATER_CREATURE, species:deepfish, 50, 4, 6
2172, extreme_hills, minecraft:jagged_peaks, rascals, friendsandfoes:rascal, 10, 1, 1
2173, desert, regions_unexplored:joshua_desert, MONSTER, minecraft:spider, 50, 4, 4
2174, desert, regions_unexplored:joshua_desert, MONSTER, minecraft:zombie, 50, 4, 4
2175, desert, regions_unexplored:joshua_desert, MONSTER, minecraft:zombie_villager, 10, 1, 1
2176, desert, regions_unexplored:joshua_desert, MONSTER, minecraft:skeleton, 50, 4, 4
2177, desert, regions_unexplored:joshua_desert, MONSTER, minecraft:slime, 50, 4, 4
2178, desert, regions_unexplored:joshua_desert, MONSTER, minecraft:witch, 5, 1, 1
2179, desert, regions_unexplored:joshua_desert, MONSTER, eidolon:zombie_brute, 50, 1, 3
2180, desert, regions_unexplored:joshua_desert, MONSTER, creeperoverhaul:desert_creeper, 50, 2, 2
2181, desert, regions_unexplored:joshua_desert, MONSTER, creeperoverhaul:cave_creeper, 50, 2, 2
2182, desert, regions_unexplored:joshua_desert, MONSTER, eidolon:wraith, 50, 1, 3
2183, desert, regions_unexplored:joshua_desert, MONSTER, endermanoverhaul:desert_enderman, 10, 1, 4
2184, desert, regions_unexplored:joshua_desert, MONSTER, earthmobsmod:zombified_rabbit, 12, 3, 4
2185, desert, regions_unexplored:joshua_desert, CREATURE, minecraft:sheep, 12, 4, 4
2186, desert, regions_unexplored:joshua_desert, CREATURE, minecraft:pig, 10, 4, 4
2187, desert, regions_unexplored:joshua_desert, CREATURE, minecraft:chicken, 10, 4, 4
2188, desert, regions_unexplored:joshua_desert, CREATURE, minecraft:cow, 10, 4, 4
2189, desert, regions_unexplored:joshua_desert, CREATURE, minecraft:horse, 10, 2, 6
2190, desert, regions_unexplored:joshua_desert, CREATURE, minecraft:donkey, 10, 1, 2
2191, desert, regions_unexplored:joshua_desert, CREATURE, forbidden_arcanus:lost_soul, 35, 1, 3
2192, desert, regions_unexplored:joshua_desert, CREATURE, mythicmounts:firebird, 10, 1, 1
2193, desert, regions_unexplored:joshua_desert, CREATURE, minecraft:pig, 30, 1, 1
2194, desert, regions_unexplored:joshua_desert, CREATURE, quark:stoneling, 10, 1, 1
2195, desert, regions_unexplored:joshua_desert, CREATURE, mythicmounts:ridinglizard, 10, 2, 3
2196, desert, regions_unexplored:joshua_desert, AMBIENT, minecraft:bat, 10, 8, 8
2197, desert, regions_unexplored:joshua_desert, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 40, 4, 6
2198, desert, regions_unexplored:joshua_desert, UNDERGROUND_WATER_CREATURE, species:deepfish, 50, 4, 6
2199, desert, regions_unexplored:joshua_desert, rascals, friendsandfoes:rascal, 10, 1, 1
2200, jungle, minecraft:jungle, MONSTER, minecraft:spider, 50, 4, 4
2201, jungle, minecraft:jungle, MONSTER, minecraft:zombie, 50, 4, 4
2202, jungle, minecraft:jungle, MONSTER, minecraft:zombie_villager, 10, 1, 1
2203, jungle, minecraft:jungle, MONSTER, minecraft:skeleton, 50, 4, 4
2204, jungle, minecraft:jungle, MONSTER, minecraft:slime, 50, 4, 4
2205, jungle, minecraft:jungle, MONSTER, minecraft:enderman, 5, 1, 4
2206, jungle, minecraft:jungle, MONSTER, minecraft:witch, 5, 1, 1
2207, jungle, minecraft:jungle, MONSTER, minecraft:ocelot, 10, 1, 3
2208, jungle, minecraft:jungle, MONSTER, eidolon:zombie_brute, 50, 1, 3
2209, jungle, minecraft:jungle, MONSTER, creeperoverhaul:cave_creeper, 50, 2, 2
2210, jungle, minecraft:jungle, MONSTER, creeperoverhaul:bamboo_creeper, 50, 2, 2
2211, jungle, minecraft:jungle, MONSTER, eidolon:wraith, 50, 1, 3
2212, jungle, minecraft:jungle, MONSTER, creeperoverhaul:jungle_creeper, 50, 2, 2
2213, jungle, minecraft:jungle, MONSTER, earthmobsmod:zombified_rabbit, 12, 3, 4
2214, jungle, minecraft:jungle, CREATURE, minecraft:sheep, 12, 4, 4
2215, jungle, minecraft:jungle, CREATURE, minecraft:pig, 10, 4, 4
2216, jungle, minecraft:jungle, CREATURE, minecraft:chicken, 10, 4, 4
2217, jungle, minecraft:jungle, CREATURE, minecraft:cow, 10, 4, 4
2218, jungle, minecraft:jungle, CREATURE, minecraft:chicken, 10, 4, 4
2219, jungle, minecraft:jungle, CREATURE, minecraft:parrot, 40, 1, 2
2220, jungle, minecraft:jungle, CREATURE, minecraft:panda, 10, 1, 2
2221, jungle, minecraft:jungle, CREATURE, eidolon:slimy_slug, 10, 2, 3
2222, jungle, minecraft:jungle, CREATURE, unusualprehistory:kentrosaurus, 10, 3, 4
2223, jungle, minecraft:jungle, CREATURE, forbidden_arcanus:lost_soul, 35, 1, 3
2224, jungle, minecraft:jungle, CREATURE, mythicmounts:courierbird, 20, 2, 4
2225, jungle, minecraft:jungle, CREATURE, unusualprehistory:majunga, 10, 1, 1
2226, jungle, minecraft:jungle, CREATURE, mythicmounts:firebird, 10, 1, 1
2227, jungle, minecraft:jungle, CREATURE, species:limpet, 10, 1, 1
2228, jungle, minecraft:jungle, CREATURE, minecraft:pig, 30, 1, 1
2229, jungle, minecraft:jungle, CREATURE, quark:stoneling, 10, 1, 1
2230, jungle, minecraft:jungle, CREATURE, capybaramod:capybara, 30, 1, 3
2231, jungle, minecraft:jungle, CREATURE, crittersandcompanions:red_panda, 20, 1, 2
2232, jungle, minecraft:jungle, CREATURE, crittersandcompanions:leaf_insect, 10, 1, 1
2233, jungle, minecraft:jungle, AMBIENT, minecraft:bat, 10, 8, 8
2234, jungle, minecraft:jungle, AMBIENT, mythicmounts:geckotoalizard, 10, 1, 1
2235, jungle, minecraft:jungle, AMBIENT, mythicmounts:dragon, 10, 1, 1
2236, jungle, minecraft:jungle, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 40, 4, 6
2237, jungle, minecraft:jungle, UNDERGROUND_WATER_CREATURE, species:deepfish, 50, 4, 6
2238, jungle, minecraft:jungle, rascals, friendsandfoes:rascal, 10, 1, 1
2239, none, mysticsbiomes:lagoon, MONSTER, quark:stoneling, 50, 1, 1
2240, none, mysticsbiomes:lagoon, MONSTER, quark:toretoise, 50, 2, 4
2241, none, mysticsbiomes:lagoon, AMBIENT, minecraft:bat, 10, 8, 8
2242, none, mysticsbiomes:lagoon, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2243, none, mysticsbiomes:lagoon, WATER_CREATURE, mysticsbiomes:sea_otter, 24, 2, 4
2244, none, mysticsbiomes:lagoon, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
2245, none, mysticsbiomes:lagoon, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
2246, none, mysticsbiomes:lagoon, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
2247, none, mysticsbiomes:lagoon, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
2248, none, mysticsbiomes:lagoon, WATER_AMBIENT, aquaculture:catfish, 1, 1, 1
2249, none, mysticsbiomes:lagoon, WATER_AMBIENT, aquaculture:gar, 6, 1, 2
2250, none, mysticsbiomes:lagoon, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
2251, none, mysticsbiomes:lagoon, WATER_AMBIENT, aquaculture:muskellunge, 3, 1, 1
2252, none, mysticsbiomes:lagoon, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
2253, none, mysticsbiomes:lagoon, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
2254, none, mysticsbiomes:lavender_meadow, MONSTER, minecraft:spider, 50, 4, 4
2255, none, mysticsbiomes:lavender_meadow, MONSTER, minecraft:zombie, 50, 4, 4
2256, none, mysticsbiomes:lavender_meadow, MONSTER, minecraft:zombie_villager, 10, 1, 1
2257, none, mysticsbiomes:lavender_meadow, MONSTER, minecraft:skeleton, 30, 4, 4
2258, none, mysticsbiomes:lavender_meadow, MONSTER, minecraft:creeper, 50, 4, 4
2259, none, mysticsbiomes:lavender_meadow, MONSTER, minecraft:slime, 50, 4, 4
2260, none, mysticsbiomes:lavender_meadow, MONSTER, minecraft:witch, 5, 1, 1
2261, none, mysticsbiomes:lavender_meadow, CREATURE, mysticsbiomes:butterfly, 10, 1, 3
2262, none, mysticsbiomes:lavender_meadow, CREATURE, minecraft:sheep, 12, 4, 4
2263, none, mysticsbiomes:lavender_meadow, CREATURE, minecraft:rabbit, 10, 2, 3
2264, none, mysticsbiomes:lavender_meadow, CREATURE, eidolon:slimy_slug, 10, 2, 3
2265, none, mysticsbiomes:lavender_meadow, CREATURE, unusualprehistory:mammoth, 10, 3, 4
2266, none, mysticsbiomes:lavender_meadow, CREATURE, butterflies:morpho, 10, 1, 2
2267, none, mysticsbiomes:lavender_meadow, CREATURE, butterflies:forester, 10, 1, 2
2268, none, mysticsbiomes:lavender_meadow, CREATURE, butterflies:common, 10, 1, 2
2269, none, mysticsbiomes:lavender_meadow, CREATURE, butterflies:emperor, 10, 1, 2
2270, none, mysticsbiomes:lavender_meadow, CREATURE, butterflies:hairstreak, 10, 1, 2
2271, none, mysticsbiomes:lavender_meadow, CREATURE, butterflies:rainbow, 10, 1, 2
2272, none, mysticsbiomes:lavender_meadow, CREATURE, butterflies:heath, 10, 1, 2
2273, none, mysticsbiomes:lavender_meadow, CREATURE, butterflies:glasswing, 10, 1, 2
2274, none, mysticsbiomes:lavender_meadow, CREATURE, butterflies:chalkhill, 10, 1, 2
2275, none, mysticsbiomes:lavender_meadow, CREATURE, butterflies:swallowtail, 10, 1, 2
2276, none, mysticsbiomes:lavender_meadow, CREATURE, butterflies:monarch, 10, 1, 2
2277, none, mysticsbiomes:lavender_meadow, CREATURE, butterflies:cabbage, 10, 1, 2
2278, none, mysticsbiomes:lavender_meadow, CREATURE, butterflies:admiral, 10, 1, 2
2279, none, mysticsbiomes:lavender_meadow, CREATURE, butterflies:longwing, 10, 1, 2
2280, none, mysticsbiomes:lavender_meadow, CREATURE, butterflies:clipper, 10, 1, 2
2281, none, mysticsbiomes:lavender_meadow, CREATURE, butterflies:buckeye, 10, 1, 2
2282, none, mysticsbiomes:lavender_meadow, CREATURE, mythicmounts:colelytra, 10, 2, 3
2283, none, mysticsbiomes:lavender_meadow, CREATURE, mysticsbiomes:rainbow_chicken, 20, 1, 4
2284, none, mysticsbiomes:lavender_meadow, CREATURE, mysticsbiomes:strawberry_cow, 10, 1, 3
2285, none, mysticsbiomes:lavender_meadow, CREATURE, crittersandcompanions:ferret, 20, 1, 2
2286, none, mysticsbiomes:lavender_meadow, AMBIENT, minecraft:bat, 10, 8, 8
2287, none, mysticsbiomes:lavender_meadow, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 40, 4, 6
2288, none, mysticsbiomes:lavender_meadow, WATER_AMBIENT, crittersandcompanions:koi_fish, 10, 2, 3
2289, none, galosphere:lichen_caves, MONSTER, minecraft:spider, 50, 4, 4
2290, none, galosphere:lichen_caves, MONSTER, minecraft:zombie, 50, 4, 4
2291, none, galosphere:lichen_caves, MONSTER, minecraft:zombie_villager, 10, 1, 1
2292, none, galosphere:lichen_caves, MONSTER, minecraft:skeleton, 50, 4, 4
2293, none, galosphere:lichen_caves, MONSTER, minecraft:creeper, 50, 4, 4
2294, none, galosphere:lichen_caves, MONSTER, minecraft:slime, 50, 4, 4
2295, none, galosphere:lichen_caves, MONSTER, minecraft:enderman, 5, 1, 4
2296, none, galosphere:lichen_caves, MONSTER, minecraft:witch, 5, 1, 1
2297, none, galosphere:lichen_caves, MONSTER, earthmobsmod:bouldering_zombie, 20, 4, 4
2298, none, galosphere:lichen_caves, MONSTER, earthmobsmod:zombified_rabbit, 12, 3, 4
2299, none, galosphere:lichen_caves, MONSTER, eidolon:wraith, 50, 1, 3
2300, none, galosphere:lichen_caves, MONSTER, eidolon:zombie_brute, 50, 1, 3
2301, none, galosphere:lichen_caves, CREATURE, forbidden_arcanus:lost_soul, 35, 1, 3
2302, none, galosphere:lichen_caves, CREATURE, minecraft:pig, 30, 1, 1
2303, none, galosphere:lichen_caves, CREATURE, mythicmounts:firebird, 10, 1, 1
2304, none, galosphere:lichen_caves, AMBIENT, minecraft:bat, 10, 8, 8
2305, none, galosphere:lichen_caves, AMBIENT, galosphere:spectre, 20, 8, 8
2306, none, galosphere:lichen_caves, AMBIENT, mythicmounts:dragon, 10, 1, 1
2307, none, galosphere:lichen_caves, AMBIENT, mythicmounts:geckotoalizard, 10, 1, 1
2308, none, galosphere:lichen_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 40, 4, 6
2309, none, galosphere:lichen_caves, UNDERGROUND_WATER_CREATURE, species:deepfish, 50, 4, 6
2310, none, galosphere:lichen_caves, rascals, friendsandfoes:rascal, 10, 1, 1
2311, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:spider, 50, 4, 4
2312, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:zombie, 50, 4, 4
2313, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
2314, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:skeleton, 50, 4, 4
2315, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:slime, 50, 4, 4
2316, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:enderman, 5, 1, 4
2317, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:witch, 5, 1, 1
2318, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:drowned, 10, 1, 1
2319, ocean, minecraft:lukewarm_ocean, MONSTER, eidolon:zombie_brute, 50, 1, 3
2320, ocean, minecraft:lukewarm_ocean, MONSTER, creeperoverhaul:cave_creeper, 50, 2, 2
2321, ocean, minecraft:lukewarm_ocean, MONSTER, eidolon:wraith, 50, 1, 3
2322, ocean, minecraft:lukewarm_ocean, MONSTER, earthmobsmod:zombified_rabbit, 12, 3, 4
2323, ocean, minecraft:lukewarm_ocean, MONSTER, earthmobsmod:tropical_slime, 10, 1, 2
2324, ocean, minecraft:lukewarm_ocean, CREATURE, forbidden_arcanus:lost_soul, 35, 1, 3
2325, ocean, minecraft:lukewarm_ocean, CREATURE, mythicmounts:firebird, 10, 1, 1
2326, ocean, minecraft:lukewarm_ocean, CREATURE, species:limpet, 10, 1, 1
2327, ocean, minecraft:lukewarm_ocean, CREATURE, minecraft:pig, 30, 1, 1
2328, ocean, minecraft:lukewarm_ocean, CREATURE, quark:stoneling, 10, 1, 1
2329, ocean, minecraft:lukewarm_ocean, CREATURE, mythicmounts:archelon, 20, 1, 1
2330, ocean, minecraft:lukewarm_ocean, AMBIENT, minecraft:bat, 10, 8, 8
2331, ocean, minecraft:lukewarm_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 40, 4, 6
2332, ocean, minecraft:lukewarm_ocean, UNDERGROUND_WATER_CREATURE, species:deepfish, 50, 4, 6
2333, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, minecraft:squid, 50, 1, 2
2334, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
2335, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, unusualprehistory:dunk, 10, 1, 1
2336, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, unusualprehistory:ammon, 10, 1, 5
2337, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, unusualprehistory:stethacanthus, 10, 3, 5
2338, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, minecraft:cod, 15, 3, 6
2339, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, minecraft:pufferfish, 10, 1, 3
2340, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
2341, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, unusualprehistory:scau, 10, 3, 5
2342, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, crittersandcompanions:dumbo_octopus, 20, 1, 2
2343, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, crittersandcompanions:sea_bunny, 30, 1, 3
2344, ocean, minecraft:lukewarm_ocean, rascals, friendsandfoes:rascal, 10, 1, 1
2345, none, minecraft:lush_caves, MONSTER, minecraft:spider, 50, 4, 4
2346, none, minecraft:lush_caves, MONSTER, minecraft:zombie, 50, 4, 4
2347, none, minecraft:lush_caves, MONSTER, minecraft:zombie_villager, 10, 1, 1
2348, none, minecraft:lush_caves, MONSTER, minecraft:skeleton, 50, 4, 4
2349, none, minecraft:lush_caves, MONSTER, minecraft:slime, 50, 4, 4
2350, none, minecraft:lush_caves, MONSTER, minecraft:witch, 5, 1, 1
2351, none, minecraft:lush_caves, MONSTER, eidolon:zombie_brute, 50, 1, 3
2352, none, minecraft:lush_caves, MONSTER, creeperoverhaul:cave_creeper, 50, 2, 2
2353, none, minecraft:lush_caves, MONSTER, creeperoverhaul:dripstone_creeper, 50, 2, 2
2354, none, minecraft:lush_caves, MONSTER, eidolon:wraith, 50, 1, 3
2355, none, minecraft:lush_caves, MONSTER, earthmobsmod:zombified_rabbit, 12, 3, 4
2356, none, minecraft:lush_caves, CREATURE, eidolon:slimy_slug, 10, 2, 3
2357, none, minecraft:lush_caves, CREATURE, forbidden_arcanus:lost_soul, 35, 1, 3
2358, none, minecraft:lush_caves, CREATURE, unusualprehistory:talpanas, 10, 2, 4
2359, none, minecraft:lush_caves, CREATURE, mythicmounts:firebird, 10, 1, 1
2360, none, minecraft:lush_caves, CREATURE, species:limpet, 10, 1, 1
2361, none, minecraft:lush_caves, CREATURE, minecraft:pig, 30, 1, 1
2362, none, minecraft:lush_caves, AMBIENT, minecraft:bat, 10, 8, 8
2363, none, minecraft:lush_caves, AMBIENT, mythicmounts:geckotoalizard, 10, 1, 1
2364, none, minecraft:lush_caves, AMBIENT, mythicmounts:dragon, 10, 1, 1
2365, none, minecraft:lush_caves, AXOLOTLS, minecraft:axolotl, 10, 4, 6
2366, none, minecraft:lush_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 40, 4, 6
2367, none, minecraft:lush_caves, UNDERGROUND_WATER_CREATURE, species:deepfish, 50, 4, 6
2368, none, minecraft:lush_caves, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
2369, none, minecraft:lush_caves, glares, friendsandfoes:glare, 10, 1, 1
2370, none, minecraft:lush_caves, rascals, friendsandfoes:rascal, 10, 1, 1
2371, none, mysticsbiomes:lush_oasis, MONSTER, minecraft:spider, 50, 4, 4
2372, none, mysticsbiomes:lush_oasis, MONSTER, minecraft:zombie, 50, 4, 4
2373, none, mysticsbiomes:lush_oasis, MONSTER, minecraft:zombie_villager, 5, 1, 1
2374, none, mysticsbiomes:lush_oasis, MONSTER, minecraft:skeleton, 50, 4, 4
2375, none, mysticsbiomes:lush_oasis, MONSTER, minecraft:creeper, 50, 4, 4
2376, none, mysticsbiomes:lush_oasis, MONSTER, minecraft:slime, 50, 4, 4
2377, none, mysticsbiomes:lush_oasis, MONSTER, minecraft:witch, 5, 1, 1
2378, none, mysticsbiomes:lush_oasis, MONSTER, quark:stoneling, 50, 1, 1
2379, none, mysticsbiomes:lush_oasis, MONSTER, quark:toretoise, 50, 2, 4
2380, none, mysticsbiomes:lush_oasis, MONSTER, endermanoverhaul:cave_enderman, 2, 1, 2
2381, none, mysticsbiomes:lush_oasis, MONSTER, creeperoverhaul:jungle_creeper, 50, 2, 2
2382, none, mysticsbiomes:lush_oasis, MONSTER, creeperoverhaul:bamboo_creeper, 50, 2, 2
2383, none, mysticsbiomes:lush_oasis, CREATURE, butterflies:admiral, 10, 3, 5
2384, none, mysticsbiomes:lush_oasis, CREATURE, butterflies:admiral_caterpillar, 10, 3, 5
2385, none, mysticsbiomes:lush_oasis, CREATURE, butterflies:glasswing, 5, 2, 4
2386, none, mysticsbiomes:lush_oasis, CREATURE, butterflies:glasswing_caterpillar, 5, 2, 4
2387, none, mysticsbiomes:lush_oasis, CREATURE, butterflies:rainbow, 5, 2, 4
2388, none, mysticsbiomes:lush_oasis, CREATURE, butterflies:rainbow_caterpillar, 5, 2, 4
2389, none, mysticsbiomes:lush_oasis, CREATURE, butterflies:swallowtail, 10, 3, 5
2390, none, mysticsbiomes:lush_oasis, CREATURE, butterflies:swallowtail_caterpillar, 10, 3, 5
2391, none, mysticsbiomes:lush_oasis, CREATURE, eidolon:slimy_slug, 5, 2, 3
2392, none, mysticsbiomes:lush_oasis, CREATURE, butterflies:admiral, 10, 3, 5
2393, none, mysticsbiomes:lush_oasis, CREATURE, butterflies:admiral_caterpillar, 10, 3, 5
2394, none, mysticsbiomes:lush_oasis, CREATURE, mythicmounts:courierbird, 20, 2, 4
2395, none, mysticsbiomes:lush_oasis, CREATURE, capybaramod:capybara, 30, 1, 3
2396, none, mysticsbiomes:lush_oasis, CREATURE, species:limpet, 10, 1, 1
2397, none, mysticsbiomes:lush_oasis, CREATURE, crittersandcompanions:red_panda, 20, 1, 2
2398, none, mysticsbiomes:lush_oasis, CREATURE, crittersandcompanions:leaf_insect, 10, 1, 1
2399, none, mysticsbiomes:lush_oasis, AMBIENT, minecraft:bat, 10, 8, 8
2400, none, mysticsbiomes:lush_oasis, AMBIENT, mythicmounts:geckotoalizard, 10, 1, 1
